Time,Autokonsumpcja (W),Eksport (W),Import (W),Pobór (W),Produkcja (W)
01.10.2021 7:30,"109.6667","0","186.641","296.3077","109.6667"
01.10.2021 7:45,"278.6667","0","1033.1602","1311.8268","278.6667"
01.10.2021 8:00,"390","0","21.8125","411.8126","390"
01.10.2021 8:15,"449.5","0","65.9075","515.4075","449.5"
01.10.2021 8:30,"510.541","251.459","0","510.541","762"
01.10.2021 8:45,"553.0648","84.6019","173.2896","726.3544","637.6667"
01.10.2021 9:00,"449.9966","408.67","0","449.9966","858.6667"
01.10.2021 9:15,"532.3765","399.6236","63.7999","596.1764","932"
01.10.2021 9:30,"557.0051","328.6616","243.9982","801.0033","885.6667"
01.10.2021 9:45,"387.1288","858.5378","0","387.1288","1245.6666"
01.10.2021 10:00,"1008.7195","678.9471","0","1008.7195","1687.6666"
01.10.2021 10:15,"1137.2715","682.7285","0","1137.2715","1820"
01.10.2021 10:30,"1504.0127","748.9872","0","1504.0127","2253"
01.10.2021 10:45,"843.6169","1456.0498","0","843.6169","2299.6667"
01.10.2021 11:00,"884.8964","729.1036","0","884.8964","1614"
01.10.2021 11:15,"896.6329","1372.0338","0","896.6329","2268.6667"
01.10.2021 11:30,"1974.0579","700.2754","192.3936","2166.4514","2674.3333"
01.10.2021 11:45,"2387.3333","0","885.7493","3273.0825","2387.3333"
01.10.2021 12:00,"1956.4529","1421.2139","234.4193","2190.8723","3377.6667"
01.10.2021 12:15,"922.3021","1310.3646","0","922.3021","2232.6667"
01.10.2021 12:30,"1157.9963","1330.0037","257.5638","1415.5601","2488"
01.10.2021 12:45,"746.1345","1986.5322","0","746.1345","2732.6667"
01.10.2021 13:00,"750.8069","1468.1931","0","750.8069","2219"
01.10.2021 13:15,"483.2817","4593.0518","0","483.2817","5076.3335"
01.10.2021 13:30,"683.7781","1875.5552","0","683.7781","2559.3333"
01.10.2021 13:45,"675.26","605.0734","214.7087","889.9687","1280.3334"
01.10.2021 14:00,"419.4527","816.5473","0","419.4527","1236"
01.10.2021 14:15,"783.8478","925.8188","0","783.8478","1709.6666"
01.10.2021 14:30,"388.8171","2488.5161","0","388.8171","2877.3333"
01.10.2021 14:45,"356.5322","3061.1345","0","356.5322","3417.6667"
01.10.2021 15:00,"377.7017","2978.6316","0","377.7017","3356.3333"
01.10.2021 15:15,"405.3389","2920.6611","0","405.3389","3326"
01.10.2021 15:30,"506.4026","2082.2642","0","506.4026","2588.6667"
01.10.2021 15:45,"1368.5714","1613.4286","0","1368.5714","2982"
01.10.2021 16:00,"1369.572","1305.428","0","1369.572","2675"
01.10.2021 16:15,"628.6667","0","476.817","1105.4836","628.6667"
01.10.2021 16:30,"483.3333","0","809.6566","1292.9899","483.3333"
01.10.2021 16:45,"417.4869","23.8465","29.4448","446.9316","441.3333"
01.10.2021 17:00,"406.349","30.651","4.3946","410.7436","437"
01.10.2021 17:15,"303.3698","103.9636","0","303.3698","407.3333"
01.10.2021 17:30,"280.3658","68.6342","38.2301","318.5959","349"
01.10.2021 17:45,"108.3333","0","204.7153","313.0486","108.3333"
01.10.2021 18:00,"6.3333","0","350.8855","357.2189","6.3333"
01.10.2021 18:15,"0","0","463.3674","463.3674","0"
01.10.2021 18:30,"0","0","443.2751","443.2751","0"
01.10.2021 18:45,"0","0","432.6538","432.6538","0"
01.10.2021 19:00,"0","0","437.5302","437.5302","0"
01.10.2021 19:15,"0","0","612.3046","612.3046","0"
01.10.2021 19:30,"0","0","519.0256","519.0256","0"
01.10.2021 19:45,"0","0","459.7667","459.7667","0"
01.10.2021 20:00,"0","0","473.6822","473.6822","0"
01.10.2021 20:15,"0","0","459.3814","459.3814","0"
01.10.2021 20:30,"0","0","502.9143","502.9143","0"
01.10.2021 20:45,"0","0","567.9348","567.9348","0"
01.10.2021 21:00,"0","0","562.6799","562.6799","0"
01.10.2021 21:15,"0","0","542.6339","542.6339","0"
01.10.2021 21:30,"0","0","496.9384","496.9384","0"
01.10.2021 21:45,"0","0","445.9839","445.9839","0"
01.10.2021 22:00,"0","0","418.6577","418.6577","0"
01.10.2021 22:15,"0","0","459.8927","459.8927","0"
01.10.2021 22:30,"0","0","469.3436","469.3436","0"
01.10.2021 22:45,"0","0","344.7318","344.7318","0"
01.10.2021 23:00,"0","0","329.8876","329.8876","0"
01.10.2021 23:15,"0","0","434.4466","434.4466","0"
01.10.2021 23:30,"0","0","428.1326","428.1326","0"
01.10.2021 23:45,"0","0","429.3404","429.3404","0"
02.10.2021 0:00,"0","0","424.1931","424.1931","0"
02.10.2021 0:15,"0","0","424.115","424.115","0"
02.10.2021 0:30,"0","0","330.0002","330.0002","0"
02.10.2021 0:45,"0","0","327.1129","327.1129","0"
02.10.2021 1:00,"0","0","324.8098","324.8098","0"
02.10.2021 1:15,"0","0","322.7649","322.7649","0"
02.10.2021 1:30,"0","0","325.5779","325.5779","0"
02.10.2021 1:45,"0","0","327.1225","327.1225","0"
02.10.2021 2:00,"0","0","437.4132","437.4132","0"
02.10.2021 2:15,"0","0","426.8563","426.8563","0"
02.10.2021 2:30,"0","0","430.297","430.297","0"
02.10.2021 2:45,"0","0","426.2383","426.2383","0"
02.10.2021 3:00,"0","0","404.9312","404.9312","0"
02.10.2021 3:15,"0","0","270.3912","270.3912","0"
02.10.2021 3:30,"0","0","270.4508","270.4508","0"
02.10.2021 3:45,"0","0","269.0352","269.0352","0"
02.10.2021 4:00,"0","0","332.8906","332.8906","0"
02.10.2021 4:15,"0","0","329.9446","329.9446","0"
02.10.2021 4:30,"0","0","333.0523","333.0523","0"
02.10.2021 4:45,"0","0","396.9554","396.9554","0"
02.10.2021 5:00,"0","0","423.0399","423.0399","0"
02.10.2021 5:15,"0","0","428.5927","428.5927","0"
02.10.2021 5:30,"0","0","425.3566","425.3566","0"
02.10.2021 5:45,"0","0","421.2709","421.2709","0"
02.10.2021 6:00,"0","0","359.0807","359.0807","0"
02.10.2021 6:15,"0","0","328.0316","328.0316","0"
02.10.2021 6:30,"0","0","385.0307","385.0307","0"
02.10.2021 6:45,"35.3333","0","299.0959","334.4293","35.3333"
02.10.2021 7:00,"251.2033","149.4634","74.2634","325.4667","400.6667"
02.10.2021 7:15,"307.7609","605.2391","0","307.7609","913"
02.10.2021 7:30,"736.5721","613.4279","142.7061","879.2783","1350"
02.10.2021 7:45,"546.6648","1255.0018","0","546.6648","1801.6666"
02.10.2021 8:00,"544.6996","1475.6338","0","544.6996","2020.3334"
02.10.2021 8:15,"549.8351","1738.1649","0","549.8351","2288"
02.10.2021 8:30,"463.8076","2359.1924","0","463.8076","2823"
02.10.2021 8:45,"423.1589","2616.8411","0","423.1589","3040"
02.10.2021 9:00,"420.4609","2835.8723","0","420.4609","3256.3333"
02.10.2021 9:15,"268.6931","3073.6401","0","268.6931","3342.3333"
02.10.2021 9:30,"284.5242","3127.8091","0","284.5242","3412.3333"
02.10.2021 9:45,"288.4788","3334.5212","0","288.4788","3623"
02.10.2021 10:00,"278.4219","3478.5781","0","278.4219","3757"
02.10.2021 10:15,"279.2378","3720.429","0","279.2378","3999.6667"
02.10.2021 10:30,"280.7476","4020.9189","0","280.7476","4301.6665"
02.10.2021 10:45,"384.2798","4097.3867","0","384.2798","4481.6665"
02.10.2021 11:00,"435.7158","4165.6177","0","435.7158","4601.3335"
02.10.2021 11:15,"385.5518","4279.1147","0","385.5518","4664.6665"
02.10.2021 11:30,"2526.259","2229.0745","0","2526.259","4755.3335"
02.10.2021 11:45,"2060.5469","2804.1196","0","2060.5469","4864.6665"
02.10.2021 12:00,"459.0977","4423.2358","0","459.0977","4882.3335"
02.10.2021 12:15,"478.0913","4404.9087","0","478.0913","4883"
02.10.2021 12:30,"360.6094","4510.0571","0","360.6094","4870.6665"
02.10.2021 12:45,"1125.4048","3698.5952","0","1125.4048","4824"
02.10.2021 13:00,"635.6841","4079.6494","0","635.6841","4715.3335"
02.10.2021 13:15,"913.2146","3606.7854","0","913.2146","4520"
02.10.2021 13:30,"955.4895","3450.844","0","955.4895","4406.3335"
02.10.2021 13:45,"1167.1975","3103.469","0","1167.1975","4270.6665"
02.10.2021 14:00,"1205.2839","2867.0493","0","1205.2839","4072.3333"
02.10.2021 14:15,"840.5662","3031.7671","0","840.5662","3872.3333"
02.10.2021 14:30,"679.8638","2971.803","0","679.8638","3651.6667"
02.10.2021 14:45,"734.3242","2651.3425","0","734.3242","3385.6667"
02.10.2021 15:00,"1333.0193","1804.9807","0","1333.0193","3138"
02.10.2021 15:15,"1710.6292","1208.0376","0","1710.6292","2918.6667"
02.10.2021 15:30,"1147.5488","1577.4512","0","1147.5488","2725"
02.10.2021 15:45,"2265.6597","275.0071","0","2265.6597","2540.6667"
02.10.2021 16:00,"1347.7317","945.9351","0","1347.7317","2293.6667"
02.10.2021 16:15,"439.9033","1619.4299","0","439.9033","2059.3333"
02.10.2021 16:30,"523.6941","1261.9725","0","523.6941","1785.6666"
02.10.2021 16:45,"586.5994","817.7339","0","586.5994","1404.3334"
02.10.2021 17:00,"589.6279","376.7054","0","589.6279","966.3333"
02.10.2021 17:15,"427.2246","90.7754","2.5484","429.7731","518"
02.10.2021 17:30,"317.3333","0","828.7932","1146.1265","317.3333"
02.10.2021 17:45,"64","0","1481.2433","1545.2433","64"
02.10.2021 18:00,"0","0","1140.4172","1140.4172","0"
02.10.2021 18:15,"0","0","1040.4957","1040.4957","0"
02.10.2021 18:30,"0","0","934.7958","934.7958","0"
02.10.2021 18:45,"0","0","924.4714","924.4714","0"
02.10.2021 19:00,"0","0","927.2422","927.2422","0"
02.10.2021 19:15,"0","0","894.347","894.347","0"
02.10.2021 19:30,"0","0","899.5261","899.5261","0"
02.10.2021 19:45,"0","0","897.3657","897.3657","0"
02.10.2021 20:00,"0","0","837.4472","837.4472","0"
02.10.2021 20:15,"0","0","803.9811","803.9811","0"
02.10.2021 20:30,"0","0","1051.1599","1051.1599","0"
02.10.2021 20:45,"0","0","762.7797","762.7797","0"
02.10.2021 21:00,"0","0","782.1444","782.1444","0"
02.10.2021 21:15,"0","0","792.0016","792.0016","0"
02.10.2021 21:30,"0","0","897.0544","897.0544","0"
02.10.2021 21:45,"0","0","879.8779","879.8779","0"
02.10.2021 22:00,"0","0","829.5263","829.5263","0"
02.10.2021 22:15,"0","0","1048.1736","1048.1736","0"
02.10.2021 22:30,"0","0","780.9401","780.9401","0"
02.10.2021 22:45,"0","0","774.8627","774.8627","0"
02.10.2021 23:00,"0","0","687.5903","687.5903","0"
02.10.2021 23:15,"0","0","690.4089","690.4089","0"
02.10.2021 23:30,"0","0","626.6686","626.6686","0"
02.10.2021 23:45,"0","0","591.4919","591.4919","0"
03.10.2021 0:00,"0","0","528.7869","528.7869","0"
03.10.2021 0:15,"0","0","511.7742","511.7742","0"
03.10.2021 0:30,"0","0","508.2837","508.2837","0"
03.10.2021 0:45,"0","0","511.2314","511.2314","0"
03.10.2021 1:00,"0","0","567.8883","567.8883","0"
03.10.2021 1:15,"0","0","610.4461","610.4461","0"
03.10.2021 1:30,"0","0","610.508","610.508","0"
03.10.2021 1:45,"0","0","610.2977","610.2977","0"
03.10.2021 2:00,"0","0","607.8555","607.8555","0"
03.10.2021 2:15,"0","0","607.2998","607.2998","0"
03.10.2021 2:30,"0","0","604.9122","604.9122","0"
03.10.2021 2:45,"0","0","540.9789","540.9789","0"
03.10.2021 3:00,"0","0","508.52","508.52","0"
03.10.2021 3:15,"0","0","508.3622","508.3622","0"
03.10.2021 3:30,"0","0","469.4245","469.4245","0"
03.10.2021 3:45,"0","0","449.0434","449.0434","0"
03.10.2021 4:00,"0","0","448.5378","448.5378","0"
03.10.2021 4:15,"0","0","530.8669","530.8669","0"
03.10.2021 4:30,"0","0","613.8981","613.8981","0"
03.10.2021 4:45,"0","0","619.4265","619.4265","0"
03.10.2021 5:00,"0","0","605.7281","605.7281","0"
03.10.2021 5:15,"0","0","603.4051","603.4051","0"
03.10.2021 5:30,"0","0","604.181","604.181","0"
03.10.2021 5:45,"0","0","603.1814","603.1814","0"
03.10.2021 6:00,"0","0","505.9355","505.9355","0"
03.10.2021 6:15,"0","0","507.3896","507.3896","0"
03.10.2021 6:30,"0","0","561.7564","561.7564","0"
03.10.2021 6:45,"136.6667","0","640.2551","776.9218","136.6667"
03.10.2021 7:00,"480.66","72.34","277.6497","758.3098","553"
03.10.2021 7:15,"491.2284","353.1049","0","491.2284","844.3333"
03.10.2021 7:30,"536.7206","1001.6128","0","536.7206","1538.3334"
03.10.2021 7:45,"1089.3538","805.3129","0","1089.3538","1894.6666"
03.10.2021 8:00,"637.176","1635.4907","0","637.176","2272.6667"
03.10.2021 8:15,"682.418","1922.2488","0","682.418","2604.6667"
03.10.2021 8:30,"1137.337","1652.3297","0","1137.337","2789.6667"
03.10.2021 8:45,"1418.7914","1474.8754","0","1418.7914","2893.6667"
03.10.2021 9:00,"357.2905","2922.7095","0","357.2905","3280"
03.10.2021 9:15,"277.1145","3250.2188","0","277.1145","3527.3333"
03.10.2021 9:30,"285.5662","3469.4338","0","285.5662","3755"
03.10.2021 9:45,"276.9402","3544.7266","0","276.9402","3821.6667"
03.10.2021 10:00,"284.6548","3711.012","0","284.6548","3995.6667"
03.10.2021 10:15,"280.3953","3925.6047","0","280.3953","4206"
03.10.2021 10:30,"511.9111","3831.7554","0","511.9111","4343.6665"
03.10.2021 10:45,"1411.2031","3269.7969","0","1411.2031","4681"
03.10.2021 11:00,"807.198","4053.802","0","807.198","4861"
03.10.2021 11:15,"591.3101","4249.0234","0","591.3101","4840.3335"
03.10.2021 11:30,"1150.9946","3708.3389","0","1150.9946","4859.3335"
03.10.2021 11:45,"671.1724","4319.1611","0","671.1724","4990.3335"
03.10.2021 12:00,"561.8999","4416.1001","0","561.8999","4978"
03.10.2021 12:15,"475.5386","4504.1279","0","475.5386","4979.6665"
03.10.2021 12:30,"490.7471","4537.2529","0","490.7471","5028"
03.10.2021 12:45,"990.5188","3949.1477","0","990.5188","4939.6665"
03.10.2021 13:00,"3028.1321","1787.8679","0","3028.1321","4816"
03.10.2021 13:15,"1151.0312","3510.6353","0","1151.0312","4661.6665"
03.10.2021 13:30,"1067.3877","3496.9458","0","1067.3877","4564.3335"
03.10.2021 13:45,"1095.7727","3062.5608","0","1095.7727","4158.3335"
03.10.2021 14:00,"1155.9783","2933.355","0","1155.9783","4089.3333"
03.10.2021 14:15,"3119.6011","825.3989","0","3119.6011","3945"
03.10.2021 14:30,"1874.3418","1823.6582","0","1874.3418","3698"
03.10.2021 14:45,"1653.4003","1789.5997","0","1653.4003","3443"
03.10.2021 15:00,"2113.6255","1102.7079","0","2113.6255","3216.3333"
03.10.2021 15:15,"595.8115","2283.8552","0","595.8115","2879.6667"
03.10.2021 15:30,"972.1095","1768.5573","0","972.1095","2740.6667"
03.10.2021 15:45,"647.8214","1621.5118","0","647.8214","2269.3333"
03.10.2021 16:00,"652.2184","1672.7816","0","652.2184","2325"
03.10.2021 16:15,"608.1388","1472.528","0","608.1388","2080.6667"
03.10.2021 16:30,"610.0687","1208.9313","0","610.0687","1819"
03.10.2021 16:45,"687.882","646.7846","0","687.882","1334.6666"
03.10.2021 17:00,"795.6516","88.6818","34.7181","830.3697","884.3333"
03.10.2021 17:15,"380.6667","0","391.4504","772.1171","380.6667"
03.10.2021 17:30,"259.6667","0","507.0153","766.6819","259.6667"
03.10.2021 17:45,"48.3333","0","735.5126","783.8459","48.3333"
03.10.2021 18:00,"0","0","858.7615","858.7615","0"
03.10.2021 18:15,"0","0","863.3901","863.3901","0"
03.10.2021 18:30,"0","0","801.3876","801.3876","0"
03.10.2021 18:45,"0","0","759.4778","759.4778","0"
03.10.2021 19:00,"0","0","763.3561","763.3561","0"
03.10.2021 19:15,"0","0","735.0978","735.0978","0"
03.10.2021 19:30,"0","0","755.468","755.468","0"
03.10.2021 19:45,"0","0","835.8875","835.8875","0"
03.10.2021 20:00,"0","0","739.3973","739.3973","0"
03.10.2021 20:15,"0","0","757.0305","757.0305","0"
03.10.2021 20:30,"0","0","737.2611","737.2611","0"
03.10.2021 20:45,"0","0","746.127","746.127","0"
03.10.2021 21:00,"0","0","744.9352","744.9352","0"
03.10.2021 21:15,"0","0","659.1448","659.1448","0"
03.10.2021 21:30,"0","0","632.3835","632.3835","0"
03.10.2021 21:45,"0","0","640.9053","640.9053","0"
03.10.2021 22:00,"0","0","624.4488","624.4488","0"
03.10.2021 22:15,"0","0","631.7495","631.7495","0"
03.10.2021 22:30,"0","0","547.4205","547.4205","0"
03.10.2021 22:45,"0","0","598.2068","598.2068","0"
03.10.2021 23:00,"0","0","620.0814","620.0814","0"
03.10.2021 23:15,"0","0","616.6226","616.6226","0"
03.10.2021 23:30,"0","0","615.5114","615.5114","0"
03.10.2021 23:45,"0","0","614.4734","614.4734","0"
04.10.2021 0:00,"0","0","610.4593","610.4593","0"
04.10.2021 0:15,"0","0","573.7952","573.7952","0"
04.10.2021 0:30,"0","0","516.4105","516.4105","0"
04.10.2021 0:45,"0","0","513.5705","513.5705","0"
04.10.2021 1:00,"0","0","510.5114","510.5114","0"
04.10.2021 1:15,"0","0","511.1063","511.1063","0"
04.10.2021 1:30,"0","0","513.699","513.699","0"
04.10.2021 1:45,"0","0","512.5686","512.5686","0"
04.10.2021 2:00,"0","0","597.4555","597.4555","0"
04.10.2021 2:15,"0","0","555.9927","555.9927","0"
04.10.2021 2:30,"0","0","554.1866","554.1866","0"
04.10.2021 2:45,"0","0","573.1819","573.1819","0"
04.10.2021 3:00,"0","0","612.6426","612.6426","0"
04.10.2021 3:15,"0","0","608.2369","608.2369","0"
04.10.2021 3:30,"0","0","576.4948","576.4948","0"
04.10.2021 3:45,"0","0","510.0117","510.0117","0"
04.10.2021 4:00,"0","0","506.7492","506.7492","0"
04.10.2021 4:15,"0","0","503.7219","503.7219","0"
04.10.2021 4:30,"0","0","507.6473","507.6473","0"
04.10.2021 4:45,"0","0","508.575","508.575","0"
04.10.2021 5:00,"0","0","505.8446","505.8446","0"
04.10.2021 5:15,"0","0","620.9631","620.9631","0"
04.10.2021 5:30,"0","0","683.495","683.495","0"
04.10.2021 5:45,"0","0","658.5262","658.5262","0"
04.10.2021 6:00,"0","0","854.7731","854.7731","0"
04.10.2021 6:15,"0","0","633.6051","633.6051","0"
04.10.2021 6:30,"0","0","837.5428","837.5428","0"
04.10.2021 6:45,"42.6667","0","483.7409","526.4075","42.6667"
04.10.2021 7:00,"392.5143","110.1523","87.298","479.8124","502.6667"
04.10.2021 7:15,"473.3554","545.9779","0","473.3554","1019.3333"
04.10.2021 7:30,"483.5444","997.7889","0","483.5444","1481.3334"
04.10.2021 7:45,"478.416","1325.9174","0","478.416","1804.3334"
04.10.2021 8:00,"680.6617","1419.3383","0","680.6617","2100"
04.10.2021 8:15,"637.6877","1769.6455","0","637.6877","2407.3333"
04.10.2021 8:30,"671.8071","1995.1929","0","671.8071","2667"
04.10.2021 8:45,"665.1619","2239.5049","0","665.1619","2904.6667"
04.10.2021 9:00,"1145.1967","1972.1366","0","1145.1967","3117.3333"
04.10.2021 9:15,"1575.2799","1708.0533","0","1575.2799","3283.3333"
04.10.2021 9:30,"1732.4308","1685.5692","0","1732.4308","3418"
04.10.2021 9:45,"311.2925","3212.7075","0","311.2925","3524"
04.10.2021 10:00,"1040.5425","2663.4575","0","1040.5425","3704"
04.10.2021 10:15,"1077.283","2829.0503","0","1077.283","3906.3333"
04.10.2021 10:30,"768.1829","3414.4836","0","768.1829","4182.6665"
04.10.2021 10:45,"336.3059","4080.0276","0","336.3059","4416.3335"
04.10.2021 11:00,"1857.9343","2714.3992","0","1857.9343","4572.3335"
04.10.2021 11:15,"408.6504","4224.3496","0","408.6504","4633"
04.10.2021 11:30,"400.4292","4226.9043","0","400.4292","4627.3335"
04.10.2021 11:45,"383.3467","4330.3198","0","383.3467","4713.6665"
04.10.2021 12:00,"368.3037","4375.6963","0","368.3037","4744"
04.10.2021 12:15,"369.1064","4397.8936","0","369.1064","4767"
04.10.2021 12:30,"1020.7146","3704.2854","0","1020.7146","4725"
04.10.2021 12:45,"500.6069","4155.0596","0","500.6069","4655.6665"
04.10.2021 13:00,"480.0925","4090.9075","0","480.0925","4571"
04.10.2021 13:15,"2898.1497","1575.5168","0","2898.1497","4473.6665"
04.10.2021 13:30,"3647.6311","692.369","0","3647.6311","4340"
04.10.2021 13:45,"2763.3181","1434.0154","0","2763.3181","4197.3335"
04.10.2021 14:00,"1917.3916","2104.9417","0","1917.3916","4022.3333"
04.10.2021 14:15,"1238.5396","2570.4604","0","1238.5396","3809"
04.10.2021 14:30,"1379.2246","2184.7754","0","1379.2246","3564"
04.10.2021 14:45,"1395.7856","1885.8811","0","1395.7856","3281.6667"
04.10.2021 15:00,"1366.7863","1636.2137","0","1366.7863","3003"
04.10.2021 15:15,"1159.6569","1637.0099","0","1159.6569","2796.6667"
04.10.2021 15:30,"1390.6609","1166.6724","0","1390.6609","2557.3333"
04.10.2021 15:45,"1160.6372","1264.3628","0","1160.6372","2425"
04.10.2021 16:00,"892.5571","1260.1096","0","892.5571","2152.6667"
04.10.2021 16:15,"842.384","1082.616","0","842.384","1925"
04.10.2021 16:30,"482.5653","1173.1013","0","482.5653","1655.6666"
04.10.2021 16:45,"447.6172","694.3828","0","447.6172","1142"
04.10.2021 17:00,"457.2829","183.0504","0","457.2829","640.3333"
04.10.2021 17:15,"257.4418","4.5582","598.5112","855.9531","262"
04.10.2021 17:30,"121.6667","0","534.1802","655.8469","121.6667"
04.10.2021 17:45,"33.6667","0","794.8358","828.5025","33.6667"
04.10.2021 18:00,"0","0","533.2944","533.2944","0"
04.10.2021 18:15,"0","0","665.0203","665.0203","0"
04.10.2021 18:30,"0","0","475.5656","475.5656","0"
04.10.2021 18:45,"0","0","636.5195","636.5195","0"
04.10.2021 19:00,"0","0","933.3602","933.3602","0"
04.10.2021 19:15,"0","0","748.8852","748.8852","0"
04.10.2021 19:30,"0","0","783.5443","783.5443","0"
04.10.2021 19:45,"0","0","805.4009","805.4009","0"
04.10.2021 20:00,"0","0","766.0745","766.0745","0"
04.10.2021 20:15,"0","0","740.2403","740.2403","0"
04.10.2021 20:30,"0","0","739.7364","739.7364","0"
04.10.2021 20:45,"0","0","648.9836","648.9836","0"
04.10.2021 21:00,"0","0","657.5757","657.5757","0"
04.10.2021 21:15,"0","0","672.8371","672.8371","0"
04.10.2021 21:30,"0","0","658.306","658.306","0"
04.10.2021 21:45,"0","0","667.2845","667.2845","0"
04.10.2021 22:00,"0","0","677.4854","677.4854","0"
04.10.2021 22:15,"0","0","979.0858","979.0858","0"
04.10.2021 22:30,"0","0","763.9655","763.9655","0"
04.10.2021 22:45,"0","0","765.2685","765.2685","0"
04.10.2021 23:00,"0","0","641.1752","641.1752","0"
04.10.2021 23:15,"0","0","618.4084","618.4084","0"
04.10.2021 23:30,"0","0","605.4721","605.4721","0"
04.10.2021 23:45,"0","0","546.5679","546.5679","0"
05.10.2021 0:00,"0","0","512.1777","512.1777","0"
05.10.2021 0:15,"0","0","513.4139","513.4139","0"
05.10.2021 0:30,"0","0","512.9615","512.9615","0"
05.10.2021 0:45,"0","0","512.2603","512.2603","0"
05.10.2021 1:00,"0","0","512.2295","512.2295","0"
05.10.2021 1:15,"0","0","579.3599","579.3599","0"
05.10.2021 1:30,"0","0","611.624","611.624","0"
05.10.2021 1:45,"0","0","613.5436","613.5436","0"
05.10.2021 2:00,"0","0","610.4811","610.4811","0"
05.10.2021 2:15,"0","0","612.7607","612.7607","0"
05.10.2021 2:30,"0","0","609.0619","609.0619","0"
05.10.2021 2:45,"0","0","543.739","543.739","0"
05.10.2021 3:00,"0","0","510.2601","510.2601","0"
05.10.2021 3:15,"0","0","511.9653","511.9653","0"
05.10.2021 3:30,"0","0","513.6282","513.6282","0"
05.10.2021 3:45,"0","0","512.4854","512.4854","0"
05.10.2021 4:00,"0","0","513.8508","513.8508","0"
05.10.2021 4:15,"0","0","544.1888","544.1888","0"
05.10.2021 4:30,"0","0","612.333","612.333","0"
05.10.2021 4:45,"0","0","609.0569","609.0569","0"
05.10.2021 5:00,"0","0","546.1586","546.1586","0"
05.10.2021 5:15,"0","0","539.3123","539.3123","0"
05.10.2021 5:30,"0","0","685.4963","685.4963","0"
05.10.2021 5:45,"0","0","1082.4781","1082.4781","0"
05.10.2021 6:00,"0","0","763.2586","763.2586","0"
05.10.2021 6:15,"0","0","535.9821","535.9821","0"
05.10.2021 6:30,"0","0","692.6359","692.6359","0"
05.10.2021 6:45,"14.6667","0","370.6327","385.2993","14.6667"
05.10.2021 7:00,"316.0999","81.5668","329.366","645.4659","397.6667"
05.10.2021 7:15,"480.2839","459.3828","0","480.2839","939.6667"
05.10.2021 7:30,"816.2689","565.7311","130.1074","946.3763","1382"
05.10.2021 7:45,"473.783","1193.217","0","473.783","1667"
05.10.2021 8:00,"451.6859","1515.6475","0","451.6859","1967.3334"
05.10.2021 8:15,"387.033","1883.3003","0","387.033","2270.3333"
05.10.2021 8:30,"318.4431","1399.5569","0","318.4431","1718"
05.10.2021 8:45,"293.4779","1951.5221","0","293.4779","2245"
05.10.2021 9:00,"284.2996","2806.3672","0","284.2996","3090.6667"
05.10.2021 9:15,"280.1311","2928.8689","0","280.1311","3209"
05.10.2021 9:30,"284.9529","3052.0471","0","284.9529","3337"
05.10.2021 9:45,"283.3892","3250.6108","0","283.3892","3534"
05.10.2021 10:00,"391.6128","3224.3872","0","391.6128","3616"
05.10.2021 10:15,"379.1909","3385.8091","0","379.1909","3765"
05.10.2021 10:30,"381.0784","3685.9216","0","381.0784","4067"
05.10.2021 10:45,"380.6711","3935.6624","0","380.6711","4316.3335"
05.10.2021 11:00,"380.3616","4041.3049","0","380.3616","4421.6665"
05.10.2021 11:15,"373.5869","4173.7466","0","373.5869","4547.3335"
05.10.2021 11:30,"281.0449","4316.9551","0","281.0449","4598"
05.10.2021 11:45,"271.7754","4448.2246","0","271.7754","4720"
05.10.2021 12:00,"274.3418","4478.6582","0","274.3418","4753"
05.10.2021 12:15,"280.2739","4476.7261","0","280.2739","4757"
05.10.2021 12:30,"1503.3193","3207.3472","0","1503.3193","4710.6665"
05.10.2021 12:45,"2794.4526","1893.5474","0","2794.4526","4688"
05.10.2021 13:00,"560.8787","1755.1213","1148.6432","1709.5219","2316"
05.10.2021 13:15,"2521.6062","1304.3938","0","2521.6062","3826"
05.10.2021 13:30,"1609.1157","2577.2178","0","1609.1157","4186.3335"
05.10.2021 13:45,"918.9109","3158.7559","0","918.9109","4077.6667"
05.10.2021 14:00,"3376.5542","582.1125","44.4434","3420.9976","3958.6667"
05.10.2021 14:15,"1969.2119","1780.7881","0","1969.2119","3750"
05.10.2021 14:30,"1667.5209","1832.4791","206.4743","1873.9951","3500"
05.10.2021 14:45,"1991.8707","1269.4625","235.0792","2226.95","3261.3333"
05.10.2021 15:00,"1454.8243","1550.8424","0","1454.8243","3005.6667"
05.10.2021 15:15,"1057.884","1697.116","0","1057.884","2755"
05.10.2021 15:30,"1262.0781","1332.2551","0","1262.0781","2594.3333"
05.10.2021 15:45,"606.9077","1826.0923","0","606.9077","2433"
05.10.2021 16:00,"587.8988","1587.1012","0","587.8988","2175"
05.10.2021 16:15,"584.2712","1377.0621","0","584.2712","1961.3334"
05.10.2021 16:30,"597.2266","1068.4401","0","597.2266","1665.6666"
05.10.2021 16:45,"466.6329","635.0338","0","466.6329","1101.6666"
05.10.2021 17:00,"435.9612","150.7055","17.9236","453.8848","586.6667"
05.10.2021 17:15,"260.6667","0","149.7893","410.4559","260.6667"
05.10.2021 17:30,"92.6667","0","329.0089","421.6755","92.6667"
05.10.2021 17:45,"0","0","434.0467","434.0467","0"
05.10.2021 18:00,"0","0","443.9849","443.9849","0"
05.10.2021 18:15,"0","0","427.7454","427.7454","0"
